Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Roland,SOUND Canvas SC-88 Pro,Native Map -> Drum set,017 POWER,,"Valhalla, Battle (Normal), Level Up",
KORG,M1,PROG,23 Choir,,"Neutral, Underground World, Chaos",
Shin Megami Tensei III: Nocturne,,,,,,
Main Game,,"(Released: February 20, 2003)",,,,
AKAI,S3000,Partition A -> AMBIENCE KICK ,N B.D.A 1,,Forced Battle ,
AKAI,S3000,Partition B -> 13INCH HH,13INCH AZ HH,,Normal Battle -Town-,
AKAI,S3000,Partition B ->  PICCOLO SN,P-SN LP2,,Forced Battle ,
AKAI,S3000,Partition C -> 14.K-ZIL H ,K-ZIL HH05,,Forced Battle ,
AKAI,S3000,Partition C -> 14.K-ZIL H ,K-ZIL HH 1,,Forced Battle ,
AKAI,S3000,Partition C -> 14.K-ZIL H ,K-ZIL HH 2,,Forced Battle ,
AKAI,S3000 (Volume 3),Partition A -> LA KICK,LA KICK 1,,Ginza,
AKAI,S3000 (Volume 3),Partition A -> LA KICK,LA KICK 2,,Ginza,
AKAI,S3000 (Volume 3),Partition A -> LA KICK,LA KICK 3,,Ginza,
AKAI,S3000 (Volume 3),Partition B -> BRASS SNARE,BRASS 6-5A,,Ginza,
AKAI,S3000 (Volume 3),Partition B -> BRASS SNARE,BRASS 6-5B,,Ginza,
AKAI,S3000 (Volume 3),Partition B -> BRASS SNARE,BRASS 6-5D,,Ginza,
AKAI,S3000 (Volume 3),Partition D -> 14.K-ZIL HH,K-ZIL HH 1,,Ginza,
AKAI,S3000 (Volume 3),Partition D -> 14.K-ZIL HH,K-ZIL HH 2,,Ginza,
AKAI,S3000 (Volume 3),Partition D -> 14.K-ZIL HH,K-ZIL HH 3,,Ginza,
AKAI,S3000 (Volume 3),Partition D -> 14.K-ZIL HH,K-ZIL HH05,,Ginza,
Apple,Logic Pro,Legacy -> GarageBand -> Pianos and Keyboards,Smokey Clav,,48TEST.ADB,
Apple,Text to Speech,System Voice -> Novelty,Albert,The vocals are amped,"Forced Battle, Normal Battle, Boss Battle",
AudioNerdz,Delay Lama,,,,Playing the Fool,
Best Service,Classical Choir,Track 64 - effects -> TS 0:12,crossfade,clstr.-unis. (C3),Metatron Defeated,
KORG,TRINITY pro,Programs -> Bank B,B072 Orch/Ethnic Kits,,Playing the Fool,
KORG,TRITON-Rack,Programs -> Bank A,INT-A 062 Crimson 5ths,,Ikebukuro Tunnel,
KORG,TRITON-Rack,Programs -> Bank B,INT-B 042 CyborgFactoryHit,,Kabukicho Prison,
Native Instruments,Absynth,Absynth Legacy,5th Harmonic,,Last Boss Battle - Before Transformation,
Native Instruments,Absynth,Absynth Legacy,KyptoniteDigger,,Assembly of Nihilo,
Native Instruments,Absynth,Absynth Legacy,Spanker,,Assembly of Nihilo,
Roland,SOUND Canvas SC-88 Pro,Native Map -> Drum set,017 POWER,,Various,
Roland,SOUND Canvas SC-88 Pro,,P5 Sync Lead,,Normal Battle ~Amala Network~,
Roland,JD-990,PR-A,A-15 Deep Breath Pad,,Boss Appearance,
Roland,SR-JV80-06 Dance,XP-X,186 Vocamatic,,Cathedral of Shadows ~Cursed~,
Roland,SR-JV80-06 Dance,,New Jack 136,,Cathedral of Shadows -Cursed-,
Stuff to Find,,,,,,
Apple,ES2,Lead Synths Bank A,Fuzzy Synth Guitar,,Last Boss Battle - After Transformation,
Native Instruments,FM7,,,might be used,"Large Map - Real Universe, Normal Battle",
KORG,TRINITY pro,,,Brass,Playing the Fool,
Roland,JD-990,,,Metal hit,Recovery Spring,
Roland,JD-990,,,64voicepiano (Layered with pad),"Heretic Mansion, Normal Battle - Stuck in Amalah",
Roland,JD-990,,,Shakuhachi,Heretic Mansion,
Roland,JD-990,,,Pick bass,"Normal Battle - Stuck in Amalah, Heretic Mansion - Curse",
Roland,JD-990,,,"JV-1080 ""Power Trip""",Normal Battle - Stuck in Amalah,
Roland,JD-990,,,Vibraphone,Junk Shop,
Nocturne Maniax,,"(Released: January 29, 2004)",,,,
Big Fish Audio,Electric Ghetto,Disc 1 -> 03 132 E,guitar03,,Dante Battle,
Big Fish Audio,Electric Ghetto,Disc 1 -> 03 132 E,kick01,,Dante Battle,
Big Fish Audio,Megaton Trance Bomb,CD 1 -> Track 17 -> TS 1:09,drums,,Dante Battle,
Big Fish Audio,Megaton Trance Bomb,CD 1 -> Track 17 -> TS 1:18,drums,,Dante Battle,
Big Fish Audio,Megaton Trance Bomb,CD 1 -> Track 22 -> Sample 10,arpeggios 140 bpm,,Dante Battle,
Zero-G,Hardcore,DJ Brisk -> 303,Bouncer,,Dante Battle,
Zero-G,Hardcore,DJ Brisk -> 303,TB or Not TB,,Dante Battle,
Zero-G,Hardcore,DJ Brisk -> Arpeggios,Tinitus,,Dante Battle,
Stuff to Find,,,,,,
Roland,? (JV or JD series),,,Pick bass,Talk,
Zero-G,Chemical Beats,,,Drum loop,Talk,
Shin Megami Tensei: Digital Devil Saga 2,,"(Released: January 27, 2005)",,,,
UltimateSoundBank,PlugSound Vol. 2 Fretted Instruments,04-Electric Bass -> 04-Fend. Jazz Bass,?,Fend. Slap patch,Epic Battle,
Shin Megami Tensei IMAGINE,,"(Released: April 4, 2007)",,,,
Apple,Logic Pro,,French Horn Section Legato,,"7th Anniversary, Easy Boss",
Apple,Logic Pro,,Trumpet Section Legato,,,
EastWest,Ra,Far East -> Plucked -> Koto,Koto KS C0-F#0,,New Year 2014,
EastWest,Symphonic Orchestra,,4TB Forte Piano,,,
EastWest,Symphonic Orchestra,,C Orch Chimes,,"Act XX Lucifer, Celu Tower Boss, Colosseum Boss, Fiend Battle",
EastWest,Symphonic Orchestra,,C 12 Cymbal,,Battle! (Final [Nocturne]),
Heavyocity,Damage,,LPS Organic,,Battle! (Universe Seth),
Heavyocity,Damage,,LPS Epic Tech Full,,"7th Anniversary, Hard Boss 2, Universe Area",
Heavyocity,Damage,,LPS Mangled Pop Full,,"7th Anniversary, Dungeon",
Native Instruments,Absynth,,Mekon Temple,,New Char Selection,
Steinberg,HALion Sonic SE,GM Set,[GM 003] Electric Grand Piano,,Devil Wedding,
XLN Audio,Addictive Drums,Kit,,,"Abaddon Battle, Act 20-2 Seth Battle, Celu Tower Boss",
Zero-G,Total Funk,,Fluster (Echo D2),,Act 19-4: Distortion Floor,
Zero-G,Total Funk,,Flute FX 7 (Echo C2),,Act 19-4: Distortion Floor,
Zero-G,Total Funk,,Flute FX 7 (Echo D2),,Act 19-4: Distortion Floor,
Zero-G,Total Funk,,Flute FX 7 (Echo G2),,Act 19-4: Distortion Floor,
Stuff to Find,,,,,,
Native Instruments,Kontakt Factory Library,,,,,
Zero-G,Hardcore,,,,,
Zero-G,?,,,,"Colosseum, Pentalpha Battle",
Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,,"(Released: October 23, 2008)",,,,
AMG,Kick-Ass Brass!,KAB Trumpet,,,"Theme of Raidou Kuzunoha 2008, The Summoner of Tsukigata, Treat Me Well From Now On, Adventure, Decisive Battle",
Stuff to Find,,,,,,
AMG,Kick-Ass Brass!,,,more patches are used,,
Devil Survivor,,"(Released: January 15, 2009)",,,,
Apple,Loops,Jam Pack for Garageband,Effected Drum Kit 10,,Pinch Battle,
Spectrasonics,Stylus RMX,Classic Stylus,67-Crenshaw,,Normal - jingle,
Spectrasonics,Stylus RMX,RMX Grooves,72-Liquid Frame Puddles,,Anxiety - jingle,
Spectrasonics,Stylus RMX,RMX Grooves,80-Space Ranger S+H,,Anxiety - jingle,
Spectrasonics,Stylus RMX,RMX Grooves,143-Mind Bender Half Metal,,Achievement - jingle,
Devil Survivor 2,,"(Released: July 28, 2011)",,,,
EastWest,Symphonic Orchestra,,,cymbal,In The Devistated Town,
Spectrasonics,Stylus RMX,Classic Stylus,,Congas,Exploration,
Spectrasonics,Stylus RMX,RMX Grooves,68-Tower Zero Hi Hats,,World of Illusions,
Spectrasonics,Stylus RMX,RMX Grooves,70-Datalife,,Crumbling Routine,
Spectrasonics,Stylus RMX,RMX Grooves,79-Red Clouds,,Providence,
Spectrasonics,Stylus RMX,RMX Grooves,125-Evil Echo,custom loop,Devil Fusion.exe,
XLN Audio,Addictive Drums,,,,Rotating World,
Devil Summoner: Soul Hackers Arrange (Soundtrack Album),,"(Released: August 30, 2012)",,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 68-Small Blocks,68-Small Blocks Bending Bass,,Hotel Gomaden,
Shin Megami Tensei IV,,"(Released: May 23, 2013)",,,,
Sample: Shoji Meguro,Shin Megami Tensei III ,,Normal Battle,,CLUBMILTON,
Apple,EXS24,Synthesizers -> Sequence Elements,Abstracta,,Battle B1 - (Midboss Battle Theme),
Apple,EXS24,Synthesizers -> Synth Waveforms -> Digital Waveforms,Voxpad INIT,lead,"Black Market, Battle A1 - (Naruku Battle Theme)",
Apple,Loops,Jam Pack Voices,Darcy Background 05,,Members Only Club,
Apple,Loops,Jam Pack Voices,Darcy Melody 04,,Members Only Club,
Apple,Loops,Jam Pack Voices,Darcy Melody 33,,Members Only Club,
Apple,Loops,Jam Pack Voices,Tia Lyric 11,,Ashura-Kai Authorized Shop,
Apple,Loops,Jam Pack Voices,Jessi Melody 06,,The Hunter Association,
EastWest,Goliath,Keyboard Mallet Instr,Church Organ,,"Law Theme, Battle B6 - (Merkahbah II)",
EastWest,Symphonic Orchestra,Strings -> Solo Violin -> 1 Long,SVL Sus Vib Hard,,Battle C5 - (Archangel Battle),
EastWest,Ra,Europe -> Wind -> Highlnd Pipes,Highland Pipes VS,,Aquila Statue Plaza ,
KORG,M1 Legacy Collection,PROG,M01 23 Choir,,Battle C1 - (VR Battle),
Native Instruments,FM8,FM8 Factory -> Mallet Instruments,Anatomie,,Excavation Worker's Quarters,
Native Instruments,Massive,Massive Factory,1991,,Aboveground Urban Area C,
Native Instruments,Massive,Massive Factory,Classic 3VCO Kit,,Main Theme,
Native Instruments,Massive,Massive Threat,Asp Viper,,Infernal Ichigaya,
Native Instruments,Massive,Massive Exp. 2 ,Amsterdamned,,The Eastern Kingdom of Mikado,
Native Instruments,Massive,Massive Exp. 2,Beltramerized,,The Hunter Association,
Native Instruments,Massive,Urban Arsenal 2,Square Pipe,,Battle C4 - (Fiend Battle Theme),
Native Instruments,Massive,Urban Arsenal 2 -> Synth Lead,Sweetlick,likely a different preset,The Hunter Association,
Native Instruments,Massive,,Tickle,could be FM8 - Fading Frog instead,The Hunter Association,
Spectrasonics,Stylus RMX,Classic Stylus -> Triangle,126-Triangle,,Members Only Club,
Spectrasonics,Stylus RMX,RMX Grooves -> 70-Eden,70-Eden Vinyl Cowbell,,Ashura-Kai Authorized Shop,
Spectrasonics,Stylus RMX,RMX Grooves -> 103-Earthquake,103-Earthquake Dist Drum,,Pluto Castle,
Spectrasonics,Trilian,Bass - Electric Picked,Rock P-Bass - Full Range,,Black Market,
Vir2,Electri6ity,,Rickenbacker Amped,"sounds like it, need to confirm",Battle A2 - (Tokyo Battle Theme),
Stuff to Find,,,,,,
Apple,EXS24,Synthesizers,,?? (wave pad),"Battle B1 - (Midboss Battle Theme), The Hunter Association",
EastWest,Symphonic Orchestra,,,,Battle B6 - (Merkahbah II),
EastWest,Ra,,,,Tennozu Shelter,
Heavyocity,Damage,,,,Battle C4 - (Fiend Battle Theme),
Native Instruments,FM8,,,pad,Battle C2 - (Challenge Quest Boss Battle),
KORG,M1 Legacy Collection,,,could be something else,Homesickness,
KORG,M1 Legacy Collection,,,could be something else,Roppongi Area,
Sound Ideas,?,,,static,Traffic - (Arcade Town),
Zero-G,?,,,,,
Shin Megami Tensei IV: Sound & Art Collection,,"(Released: May 23, 2013)",,,,
Spectrasonics,Stylus RMX,Classic Stylus,79-Shifted Jazz,modified / pitched down,Prelude III,
Shin Megami Tensei IV: Apocalypse,,"(Released: February 10, 2016)",,,,
Apple,EXS24,Synthesizers -> Synth Pads,Voxpad,,Time of Selection,
Apple,EXS24,Orchestral -> Choir,Church Choir,,Battle - f7 (To Be All Things),
Apple,Loops,Jam Pack Voices,Jessi Melody 06,,Evildoer Hunter Chamber of Commerce,
EastWest,Symphonic Orchestra,,Orch chimes,,Coalescence 1212,
EastWest,Ra,Americas -> Wind -> Pan Flute,Pan Flute KS C0-D#0,,TD15_kgsk (Castle of the Four Gods),
KORG,M1 Legacy Collection,COMBI,M03 44 Gen/Fue,Syn ZIMBA (M03 07) TS:0:00; SquarePipe (M03 75) TS:0:07,Kinshicho Underground District,
KORG,M1 Legacy Collection,PROG,M01 23 Choir,,Battle - f4 (Polytheistic God Union),
Spectrasonics,Trilian,,Sweepy Prophet Rez DDL,could be something else,East Madness,
Spectrasonics,Trilian,Bass - Electric Fingered,Clean Fender - Full Range All,,Kenshicho Underground,
Stuff to Find,,,,,,
EastWest,Symphonic Orchestra,,,cymbals,Coalescence 1212,
Heavyocity,Damage,,,,Battle - f5 (Break Away from the Old Kimono),
Heavyocity,Damage,,,,Battle - f8 (To Become God's Enemy),
Heavyocity,Damage,,,,Main Theme,
Heavyocity,Damage,,,,Coalescence 1212,
KORG,M1 Legacy Collection,,,,"Large Map, The World After",
KORG,?,,,,Interactions,
Spectrasonics,Stylus RMX,,,,East Madness,
Shin Megami Tensei 25th Anniversary Memorial Arrange,,"(Released: October 26, 2017)",,,,
Apple,Logic Pro,,,,World Map: Real World (Shin Megami Tensei III: Nocturne),
Apple,Loops,Jam Pack 1,Effected Drum Kit 18,processed,Kinshicho Underground (Shin Megami Tensei IV: Apocalypse),
Audiobro,LA Scoring Strings,,,,Passage to Subterranean World,
EastWest,Symphonic Orchestra,,,,The Fear of God,
Native Instruments,New York Concert Grand,,,available in Kontakt Factory Library and Akoustik Piano,"Confession / Secret (Piano Version), Regret, Sweet, ""Run, Run, Run!"", Trick, Ark, Rivers in the Desert, Swear to My Bones",
Spectrasonics,Liquid Grooves S.A.G.E. Xpander,,,,Cathedral (Shin Megami Tensei),
Spectrasonics,Metamorphosis S.A.G.E. Xpander,050-059,055-Mohave a,custom loop,Camp Ichigaya,
Spectrasonics,Omnisphere,Distortion,Laredo,,Cathedral (Shin Megami Tensei),
Spectrasonics,Omnisphere,,,,Camp Ichigaya,
Spectrasonics,Trilian,Bass - Electric Fingered,Clean Fender - Full Range All,,"Tokyo, 3D Underground World, Ending (Shin Megami Tensei)",
XLN Audio,Addictive Drums,,,,The Fear of God,
Stuff to Find,,,,,,
Heavyocity,Damage,,,,Cathedral (Shin Megami Tensei),
Heavyocity,Damage,,,,Ginza,
Spectrasonics,Trilian,,,,Cathedral (Shin Megami Tensei),
?,?,,,pretty obvious drumloop,3D Underground World,
Dx2 Shin Megami Tensei: Liberation,,"(Released: January 22, 2018)",,,,
Spectrasonics,Atmosphere,Bells and Vibes,Classic Super Bells,,bgm_drama_unquiet,
Spectrasonics,Omnisphere,Synth Mono,Amped Electric Supersaw,,Home,
Shin Megami Tensei V,,"(Released: November 11, 2021)",,,,
Apple,Text to Speech,System Voice -> Novelty,Albert,the vocals are amped,Demi Fiend Battle,
Modartt,PianoTeq 6,,,,World of Shadows,
Spectrasonics,Omnisphere,Bells and Vibes,Church Bells,,"Fairy Forest, North Shinagawa",
Spectrasonics,Omnisphere,Human Voices,Classical Tenor Ah - p,,Cadaver's Hollow,
Spectrasonics,Stylus RMX,RMX Grooves,68-Tower Zero Hi Hats,,Battle - Power,
Spectrasonics,Trilian,Bass - Electric Fingered,Clean Fender - Full Range All,,"Jouin High School, Tokyo -Daybreak-",
Shin Megami Tensei V Vengeance,,"(Released: June 14, 2024)",,,,
KORG,M1 Legacy Collection,PROG,M01 08 Pan Flute,,SMTV festival dance,
Modartt,PianoTeq 6,,,,~Used throughout the soundtrack~,
Spectrasonics,Atmosphere,Bells and Vibes,Attack Shimmer,,Battle -deadlock-,
Spectrasonics,Omnisphere,Electronic Mayhem,Terrabyte,,Battle -primordial goddess-,
Spectrasonics,Omnisphere,Keyboards,Just The Simple Dreamy Piano Again,,"Guide to the end, Ichiro and Yuzuru, Tao and the young man",
Spectrasonics,Stylus RMX,Classic Stylus -> Triangles,,,Ace Detective Pixie,
Spectrasonics,Stylus RMX,RMX Grooves -> 109-War of the Thips,109-War of the Thips,,Battle -deadlock-,
Spectrasonics,Trilian,Synth Mono,Sweepy Prophet Rez DDL,,Battle -Beelzebub-,
Stuff to Find,,,,,,
Apple,?,,,303 bass,Battle -alkalic acid rush-,
KORG / Roland,?,,,choir ,Battle -no hypocrisy-,
Native Instruments,Spotlight Collection: India,,,,Battle -the adversary-,
Steinberg,Halion Sonic,,,piano (?) sounds like it kinda,Battle -no hypocrisy-,
Spectrasonics,Omnisphere,,,pluck,Battle -deadlock-,
Spectrasonics,Omnisphere,,,bells and synth saw,Battle -primordial goddess-,
Spectrasonics,Omnisphere,,,,Ichiro and Yuzuru,
?,?,,,Amen Break,Battle -primordial goddess-,
,,,,,,
Section 2 - Puyo Puyo,,,,,,
,,,,,,
Super Puyo Puyo,,"(Released: December 10, 1993)",,"(Music by: Masanobu Tsukamoto, Einosuke Nagao)",Jump to top,
KORG,M1,PROG,18 Flute,,"Memories of PuyoPuyo, Sunset of PuyoPuyo",
KORG,M1,PROG,27 Strings,,Baroque of PuyoPuyo,
Roland,SOUND Canvas SC-55,Capital,022 Accordion Fr,Staccato with reverb,Theme of PuyoPuyo,
Roland,SOUND Canvas SC-55,Capital,115 Steel Drums,,"Toy of PuyoPuyo, Sticker of PuyoPuyo",
Roland,SOUND Canvas SC-55,Capital -> Drum Set,001 STANDARD,Cowbell,"Warning of PuyoPuyo, Ondo of PuyoPuyo",
Stuff to Find,,,,,,
Roland,SOUND Canvas SC-55,Capital,063 Synth Brass 1,,Theme of PuyoPuyo,
Yamaha,DX100,Internal -> BANK B,06 Horns,To properly check,Sticker of PuyoPuyo,
?,?,,Electric Guitar,,Final of Puyo Puyo,
?,?,,Drums,"Kick, Snare, Tom, Hats",-Used throughout the soundtrack-,
Super Nazo Puyo: Rulue no Roux,,"(Released: May 26, 1995)",,"(Music by: Tomonori Minami, Einosuke Nagao, Tsuyoshi Matsushima, Nobuaki Yamasaki, Koji Onari)",,
Roland,SOUND Canvas SC-88,SC-55 Map,047 000 Harp,,"Arle Area 2, Arle Area 4, Game Over",
Roland,SOUND Canvas SC-88,SC-88 Map,001 000 Piano,,"Rulue Opening & Puzzle Editor, Arle Puzzle 1 & Practice Mode, Rulue Area 4",
Roland,SOUND Canvas SC-88,SC-88 Map,005 016 FM+SA EP,,Unused Track,
Roland,SOUND Canvas SC-88,SC-88 Map,012 000 Vibraphone,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-88 Map,013 000 Marimba,,"Title, Interlude ~ Arle and Rulue, Rulue Area 4",
Roland,SOUND Canvas SC-88,SC-88 Map,035 000 Picked Bass,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-88 Map,049 000 Strings,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-88 Map,069 000 Oboe,,Arle Area 4,
Roland,SOUND Canvas SC-88,SC-88 Map,076 000 Pan Flute,,"Mode Select, Arle Area 1, Arle Area 2, Rulue Puzzle 2, Area 5 ~ Arle vs. Rulue, Unused Track",
Roland,TR-909,Internal,Snare Drum,From Kirby's Avalanche,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
Yamaha,MU80,XG Voice -> Bank 0,017 DrawOrgn,To properly check; likely wrong,"Rulue Area 3, Rulue Puzzle 2",
Yamaha,MU80,XG Voice -> Bank 0,064 SynBras2,To properly check; likely wrong,-Used throughout the soundtrack-,
Yamaha,MU80,XG Voice -> Bank 0,068 Bari.Sax,To properly check; likely wrong,"Mode Select, Rulue Opening & Puzzle Editor, Arle Area 1, Rulue Puzzle 3, Rulue Puzzle 4",
Yamaha,MU80,XG Voice -> Bank 0,088 Bass&Ld,To properly check; likely wrong,"Rulue Opening & Puzzle Editor, Rulue Area 2, Rulue Puzzle 2",
Yamaha,MU80,XG Voice -> Bank 127,1 Standard Kit,To properly check; likely wrong,-Used throughout the soundtrack-,
