Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Ueberschall,Big Beat,Drums -> Real-Drum-Loops -> Kick Fat Bottom 110,01drm110_BB kick fat bottom,,MICHAEL CHAIN,
Stuff to Find,,,,,,
E-MU Systems,?,,,Brass squeal + Sax,KATE ALEN,
Spectrasonics,Atmosphere,,,,,
Spectrasonics,Stylus,,,Intro Drum Loop,Mr. EAD,
Spectrasonics,Stylus,,,Drum Loops,JACK LEVIN,
Spectrasonics,Stylus,,,Layered Drum Loops,U-Rays (Tutorial),
Spectrasonics,Stylus,,,Backing Drum Loop w/Bass,Flags (Flag Open),
?,?,,,Sync Lead,Flags (Flag Open),
,,,,,,
Section 2 - Star Fox,,,,,,
,,,,,,
Star Fox ★★★,,"(Released: February 21, 1993)",,(Music by: Hajime Hirasawa),Jump to top,
Optical Media International,Universe of Sounds Vol. 1,06  FX - COMEDY -> MAD LAUGHTER,MAD LAUGH 1,,SFX,
Optical Media International,Universe of Sounds Vol. 1,14  FX - SCI-FI -> ELECTRONIC AMBIENCE,ELECTRO 1,,SFX,
Optical Media International,Universe of Sounds Vol. 1,14  FX - SCI-FI -> ELECTRONIC AMBIENCE,WARBLE,,"Title Demonstration, SFX",
Optical Media International,Universe of Sounds Vol. 1,14  FX - SCI-FI -> PLAZMA GUN,PLAZMA ARC,,SFX,
Optical Media International,Universe of Sounds Vol. 1,14  FX - SCI-FI -> SPACE SHIPS,YELLOW ALLERT,,"Title Demonstration, Coming Out of Warp Speed, SFX",
Optical Media International,Universe of Sounds Vol. 1,26  DRUM KITS -> BASS DRUMS,BOOTKICK,,-Used throughout the soundtrack-,
Optical Media International,Universe of Sounds S-550 Vol. 1,Orchestral Conclusions,OrchConclusn,HIT G,Title Screen,
Optical Media International,Universe of Sounds S-550 Vol. 1,Santa's Orchestra,Santa'sOrch,CHOR F,Boss (Corneria),
Optical Media International,Universe of Sounds S-550 Vol. 1,Symphonic Slams,Symph.Slams,HI FIN,"Corneria, Boss (Macbeth), Course Clear (Band), Out of this Dimension, Slot Machine, Training Mode",
Roland,D-70,PATCH -> A,A37 Cool Bells,,-Used throughout the soundtrack-,
Roland,D-70,Tones,I1 16 HEAVY. EG,,"Corneria, Meteor, Titania, Macbeth, Boss (Corneria), Boss (Titania)",
Roland,L-CD1,20th Century Orchestra,FluteCH,Graph,Title Screen,Link
Roland,L-CD1,Brass #1,Solo Trumpet,,"Main Theme, Slot Machine, Training Mode",
Roland,L-CD1,Bright Solo Trumpets & Section,S50 TrmptSect.f1,,-Used throughout the soundtrack-,
Roland,L-CD1,Bright Solo Trumpets & Section,S50 TrmptSect.f1,Graph,Main Theme,Link
Roland,L-CD1,Latin Percussion #1,Brazilian,Whistle,"Meteor, Titania, Boss (Fortuna), Out of this Dimension",
Roland,L-CD1,Orchestra #1,Hit,,Title Screen,
Roland,L-CD1,Orchestral Percussion #1,S50 Marching Snr,Graph,-Used throughout the soundtrack-,Link
Roland,L-CD1,Orchestral Percussion #1,S50 Timpani 2,Graph,-Used throughout the soundtrack-,Link
Roland,L-CD1,Orchestral Percussion #2,Cymbl_Gong 1,P.Cym-m,Main Theme,
Roland,L-CD1,Strings #1,S50 Strings Piz1,Pizcat-B,Main Theme,Link
Roland,L-CD1,Synthesizer #1  US,JX-10 SynBow,Very compressed,-Used throughout the soundtrack-,
Roland,L-CD1,S-50 System #2 Strings & Choir,S50 Strings Mon,Graph,-Used throughout the soundtrack-,Link
Roland,L-CD1,"Trumpet, Trombone & Horn",French Horn1,F.Horn-D,Main Theme,
Sound Ideas,Lucasfilm Sound Effects Library,FLIGHT CONTROL,AIRCRAFT CARRIER PRIMARY FLIGHT...,FlightControl LF04_35,SFX (Emergency Call),
Sound Ideas,Series 1000,1011-13-01,"ELECTRONIC, GUN SHOTS","GALACTIC GUN SHOTS, LASER, SPACE, SCI FI",SFX,
Sound Ideas,Series 1000,1011-19-01,"ELECTRONIC, SPACE","SPACE SHOT, LASER, SCI FI",SFX (Game Over),
Sound Ideas,Series 1000,1011-22-01,"ELECTRONIC, ALARM","TONE: MEDIUM CONSTANT PITCH, SIREN",SFX (Emergency Call),
Sound Ideas,Series 1000,1012-05-02,"EXPLOSION, BOMB",MEDIUM BLAST,SFX,
Victor,Sampling CD Data Library - Drums Version,Track 08 - THE PATTERNS -> Sample 3,ELECTRONIC POP (SNARE DRUM No. 1~No.3),,-Used throughout the soundtrack-,
Yamaha,TG77,Waveform,08 Flute,A5,"Macbeth, Main Theme, Slot Machine, Training Mode",
Yamaha,TG77,Waveform,31 Vib,Very compressed,-Used throughout the soundtrack-,
Yamaha,TG77,Waveform,34 Cele Wv,Very compressed,"Corneria, Meteor, Titania, Fortuna, Macbeth, Out of this Dimension, Slot Machine",
Yamaha,TG77,Waveform,38 Organ Wv,B3,Boss (Corneria),
Yamaha,TG77,Waveform,40 Picco Wv,,Game Clear Demonstration,
Yamaha,TG77,Waveform,42 BassonWv,,Game Clear Demonstration,
Yamaha,TG77,Waveform,43 Reco Wv,,"Corneria, Meteor, Fortuna, Out of this Dimension, Slot Machine",
Yamaha,TG77,Waveform,47 Bass Wv,,-Used throughout the soundtrack-,
Yamaha,TG77,Waveform,57 AnlgSaw1,,-Used throughout the soundtrack-,
Yamaha,TG77,Waveform,61 Digital3,,-Used throughout the soundtrack-,
Yamaha,TG77,Waveform,87 Narrow,,"Fortuna, Boss (Venom Base 2), Boss (Last Boss Andross), SFX",
Yamaha,TG77,Waveform,102 Tom 1,,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
Live Recording: Dan Owsen,-,,,"""Emergency!"", ""Good Luck!"", ""Let's Go!""","Emergency Call, ""Come in, Corneria!"" (?), In-game voice SFX (?)",
?,?,,,Scratch/Radio noise,"Fortuna, Boss (Titania), SFX (radio noise SFX)",
?,?,,,Other SFX Samples,SFX,
Star Glider (prototype),,,,,,
All other samples comes from Star Fox.,,,,,,
Roland,L-CD1,Electric Guitar #1,5ths & Mutes,DIST G2,-Used throughout the soundtrack-,
Roland,L-CD1,Funk Rock Set 1 (Composer Series),Funko Drums,KIKLIK,-Used throughout the soundtrack-,
Roland,L-CD1,Funk Rock Set 1 (Composer Series),Funko Drums,Trasho!,-Used throughout the soundtrack-,
Roland,L-CD1,Industrial Strength Techno Percussion,Industry Tek,MOD ZAP1 / AIREXPLP,SFX,
Roland,L-CD1,Industrial Strength Techno Percussion,Industry Tek,ZAPPO 1,SFX,
Roland,L-CD1,Synthesizer #3,OB Polysynth,POLY OB,-Used throughout the soundtrack-,
Sound Ideas,Lucasfilm Sound Effects Library,RADAR ROOM,AIRCRAFT CARRIER DETECTION...,RadarRoom LF04_36,SFX,
Sound Ideas,Series 1000,1011-08-02,"ELECTRONIC, COSMIC",HEAD ACHE: THROBBING,SFX,
Yamaha,TG77,Waveform,105 HH Open,,"Planet Stage Intro, Planet Stage, Victory (unused)",
Stuff to Find,,,,,,
?,?,,,Scratch/Radio noise,SFX,
?,?,,,SFX samples,SFX,
Star Fox 64 / Lylat Wars ★,,"(Released: April 27, 1997)",,"(Music by: Koji Kondo, Hajime Wakai)",,
Hover over this row for Additional Information,,,,,,
Best Service,Classical Choir,"Track 12 - bass to soprano, unisono, long -> TS 0:21","""ahh""",A2 - ahh.k.32.a2,Staff Credit,
Best Service,Classical Choir,"Track 13 - bass to soprano, unisono, long -> TS 0:31","""ahh""",C4 - ahh.k.32.c4,Staff Credit,
Digidesign,SampleCell II CD-ROM Library #1,Brass -> Trumpet,Trumpet 1,TrumpetSf.k.32.g4,"Opening, Corneria",
Digidesign,SampleCell II CD-ROM Library #1,Percussion Unpitched -> Drums & Percussion,Piano Chimes 1,PChime.w.32.e2,Andross,
Digidesign,SampleCell II CD-ROM Library #1,Percussion Unpitched -> Orchestral Percussion,Snare Hits & Rolls mono lm,"Snare.w.c4, Snarep.w.c4, SnareRoll.w.32.c4","Opening, Corneria",
Digidesign,SampleCell II CD-ROM Library #1,Strings -> String,String Pizzicato,StringPizz.k.32.as4,,
Digidesign,SampleCell II CD-ROM Library #1,Strings -> String,String Sus Forte 1,,"Opening, Corneria",
E-MU Systems,Proteus/2 XR,Bank 0,042 Harmon Mute,060prMutePet.w.32.as4,"Opening, Katt's Theme",
E-MU Systems,Proteus/2 XR,Instruments,049 Tuba,059pr2Tuba.t.32.e2,Staff Credit,
ILIO,Synclavier World & Orchestral,Orch/Misc Percussion -> Cymbals,Cym Piati VS,CymPtimf2.k.32.c4,"Title Theme, Corneria",
KORG,01R/W,PROG -> Bank A,A57 Harp,047koHarp.w.32.c5,Title Theme,
KORG,01R/W,PROG -> Bank B,B32 French Boys,061koFrenchHn.w.32.c4,"Opening, Meteo",
KORG,01R/W,PROG -> Bank B,B39 Timpani,048koTimpani.w.32.c3,"Title Theme, Corneria",
KORG,01R/W,PROG -> Bank B,B33 BasoonOboe,069koOboe.t.32.fs5,Staff Credit,
Kurzweil,K2500R,Programs -> COMPING SYNTHS,28 Bamboo Voices,k2Bamboo.w.32.e5,Aquas,
Kurzweil,K2500R,Programs -> STRINGS/CHOIRS,118 Cathedral Choir,k2Cathedral.w.32.e5,Aquas,
Kurzweil,K2500R,Progams -> HYBRID SYNTHS,176 Malletoo,k2Maletto.w.22.f6,"Aquas, Sector X, Zoness",
Roland,SOUND Canvas SC-88,SC-55 Map,054 Voice Oohs,054scVoiceOoh.w.32.g4,Katt's Theme,
Roland,SOUND Canvas SC-88,SC-88 Map,010 Glockenspiel,010scGlocken.w.32.b5,"Opening, Title Theme",
Roland,SOUND Canvas SC-88,SC-88 Map -> Drum Set,049 ORCHESTRA,scOcheBD.w.22.c4,Corneria,
Spectrasonics,Distorted Reality,Tekno,Raveland Rye Kit,,Title Theme,
Spectrasonics,Distorted Reality,Mallets,Hollow Tube,MLTHollow.k.32.c4,Opening,
Yamaha,VL1,Factory Set -> STANDARD.ALL -> Voice,D07 (055) Piccolo,073vlPiccolo.w.32.g6,"Opening, Title Theme",
Stuff to Find,,,,,,
?,? (Sample Instrument Library),,,"DEAMHI.k.32.c6, DREAMLOs.k.32.c4",,
Source Code Exclusives,,,,,,
E-MU Systems,Proteus/2 XR,Bank 0,045 Tuba,Tuba.w.32.c2,,
E-MU Systems,Proteus/2 XR,Instruments,027 Pizzicombo,046pr2Pizz.t.32.b2,,
Digidesign,SampleCell II CD-ROM Library #1,Guitars -> Metal Guitar,Metal Guitar 5,RichMetal.n.32.a2,,
KORG,01R/W,PROG -> Bank A,A09 Total Kit,p57koCrashCym1.w.32.c4,,
KORG,01R/W,PROG -> Bank B,B12 Trumpet,057koTrumpet.w.32.d5,,
KORG,01R/W,PROG -> Bank B,B66 Fretless,036koFlessbass.w.32.c2,,
Kurzweil,K2500R,Programs -> STRINGS/CHOIRS,108 Fast Strings,,,
Kurzweil,K2500R,Programs -> STRINGS/CHOIRS,114 Silk Strings,"k2SilkStr2.w.32.dis4, k2SilkStr2.w.32.f3",,
Kurzweil,K2500R,Programs -> ENSEMBLES,132 Trumpet Section,,,
Roland,JD-990,PR-A,A-71 Rubber Bass,040jdRubberBs.w.32.a1,,
Roland,SOUND Canvas SC-88,SC-55 Map,088 000 Bass & Lead,scMoog.n.32.g6,,
Roland,SOUND Canvas SC-88,SC-88 Map,053 000 Choir Aahs,"ahvoiceL.n.32.c5, ahvoiceL.n.32.d4",,
Roland,SOUND Canvas SC-88,SC-88 Map,061 000 French Horns,scFrenchHorn2.n.32.c4,,
Q-Up Arts,The Denny Jaeger Private Collection Vol. 1,Partition A -> TROMBONES,BONES 1,TromBns.k.32.as3,,
Spectrasonics,Distorted Reality,Tekno,Raveland Rye Kit,505ClHatDist.k.32.c4,,
Stuff to Find,,,,,,
E-MU Systems,Proteus/1,,,013prMrimba.w.32.c5,,
Roland,JD-990,,,"082jdSawWave.w.32.c4, 082jdSawWave.w.32.c5",,
?,? (Sample Instrument Library),,,"909kick.k.16.c4, 909snare.k.32.c4",,
?,? (Sample Instrument Library),,,BsDrmf.k.32.c4,,
?,? (Sample Instrument Library),,,"PP6verbclap.k.32.c4, PP80hat.k.32.c4, PP80openhat.k.32.c4, PPtambourin.k.32.c4",,
?,? (Sample Instrument Library),,,"SnrWrf1f.k.32.c4, SnrWrf1p.k.32.c4",,
Star Fox Adventures,,"(Released: September 23, 2002)",,"(Music by: David Wise, Ben Cullum)",,
Jump to Other Games tab,,,,,,
Star Fox 64 3D,,"(Released: July 14, 2011)",,(Music by: Satomi Terui),,
Apple,Logic Pro,Acoustic Pianos,Bosendorfer Piano Club,could be any of the patches?,Staff Credits 2,
Apple,Logic Pro,Orchestral -> Brass,French Horn Section,,,
Apple,Logic Pro,Orchestral -> Brass,Trumpet Section,,Various,
Apple,Logic Pro,Drums & Percussion -> Tuned Percussion,Marimba,,,
Apple,Logic Pro,Drums & Percussion -> Tuned Percussion,Timpani Hit,,Various,
EastWest,Symphonic Orchestra,4 Trumpets,4TP KS Master,,Bolse,
Star Fox Zero,,"(Released: April 21, 2016)",,"(Music by: Hiroshi Yamaguchi, Yukari Suita, Hitomi Kurokawa, Naofumi Harada, Rei Kondoh, Keiki Kobayashi)",,
Best Service,Ethno World,Woodwind and Brass -> Various Flute FX,Various Flute FX,E1,Fortuna Dangerous Skies,
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,,Various,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Epic Organic Full,,Titania,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Epic Tech Full,,Vs. Mother Strider,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Industrial Full,,Vs. Mother Strider,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Mangled Pop Elements 01,B2,Map,
Native Instruments,Kontakt Factory Library,,Timpani,Could be VSL instead,Zoness,
Spectrasonics,Stylus RMX,RMX Grooves -> 72-Ricochet Toys,72-Ricochet TOYS,,Activated Security System,
Spectrasonics,Stylus RMX,RMX Grooves -> 135-Hysteria,135-Hysteria Combo a,,"Monumental Crisis, Corneria",
Spectrasonics,Stylus RMX,RMX Grooves -> 140-Drill,?,,Sector α,
Spectrasonics,Stylus RMX,RMX Grooves -> 143-Mind Bender,143-MindBender Perc Mix,,Venom,
Spectrasonics,Stylus RMX,Sound Menus -> Cinematic,MENU - Ambient Metals,,Sector α,
Stuff to Find,,,,,,
EastWest,Symphonic Orchestra,,,Very possible,Corneria,
Heavyocity,Damage,,,,Corneria,
ProjectSAM,Symphobia,,,orchestral FX,Return to Corneria,
Spectrasonics,Stylus RMX,,,,Corneria,
Spectrasonics,Stylus RMX,,,,Sector α: Inside the Salvadora,
Spectrasonics,Stylus RMX,,,,Venom,
Vienna Symphonic Library,Special Edition Vol. 1,,,piccolo + flute ,Training,
Star Fox Guard,,"(Released: April 21, 2016)",,"(Music by: Naofumi Harada, Kensuke Inage, Ryuta Yoshioka)",,
e-instruments,Session Horns Pro,Solo Instruments,Trumpet 1,,Grippia Appears,
Spectrasonics,Omnisphere,ARP + BPM,Chasing the Evil,,Grippia (Calm),
Spectrasonics,Stylus RMX,RMX Grooves -> 68-Small Blocks ,68-Small Blocks Combo,,Boss Defense,
Spectrasonics,Stylus RMX,RMX Grooves -> 80-Space Ranger,80-Space Ranger HiHat Bend,,Boss Defense,
Spectrasonics,Stylus RMX,RMX Grooves -> 140-Drill,140-Drill Combo,,Planet Complete,
Stuff to Find,,,,,,
Spectrasonics,Omnisphere,,,,Planet Complete,
Spectrasonics,Stylus RMX,,,,Planet Complete,
,,,,,,
Section 3 - Metroid,,,,,,
,,,,,,
Super Metroid ★★★,,"(Released: March 19, 1994)",,"(Music by: Kenji Yamamoto, Minako Hamano)",Jump to top,
Live Recording: Dan Owsen,"""The Last Metroid"" line",,,,Narration (The Last Metroid),
Live Recording: Kenji Yamamoto,Spore Spawn belch,,,,SFX (Spore Spawn),
Live Recording: Minako Hamano,Samus Cry,,,,Samus Aran's Final Cry,
E-MU Systems,Proteus/1,Bank 0,000 Stereo Piano,,Brinstar Red Soil Damp Ground Area,
E-MU Systems,Proteus/1,Bank 0,001 Hall Strings,"Strings C3, Strings F3 + String G#4 (Octaved)",-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Bank 0,002 InChoirIrie,,Brinstar Thick Plant Growth Area,
E-MU Systems,Proteus/1,Bank 0,008 MiniMoogBass,From the SNES SDK,Big Boss Confrontation BGM 1,
E-MU Systems,Proteus/1,Bank 0,013 Tiki Threat,Agogo Bell,"SFX (Freezing Enemies, Grappling Beam block grip, Crocomire bone fall)",
E-MU Systems,Proteus/1,Bank 0,014 Rock Drums,Maracas,"Brinstar Thick Plant Growth Area, Brinstar Red Soil Swampy Area",
E-MU Systems,Proteus/1,Bank 0,017 Verb Flute,,Brinstar Red Soil Damp Ground Area,
E-MU Systems,Proteus/1,Bank 0,018 El. Piano,,Opening ~ Destruction of the Space Colony,
E-MU Systems,Proteus/1,Bank 0,019 F. Horn Sect,,"Theme of Super Metroid, Theme of Samus Aran, Boss BGM 1",
E-MU Systems,Proteus/1,Bank 0,019 F. Horn Sect,Saw wave,Big Boss Confrontation BGM 1,
E-MU Systems,Proteus/1,Bank 0,030 Latin Drums,Closed Tumba,Brinstar Thick Plant Growth Area,
E-MU Systems,Proteus/1,Bank 0,045 Wide Marimba,Sampled @ C3,Brinstar Thick Plant Growth Area,
E-MU Systems,Proteus/1,Bank 1,109 Slippery Bass,,Norfair Ancient Ruins Area,
E-MU Systems,Proteus/2 XR,Bank 0,050 Timpani,,"Theme of Super Metroid, Brinstar Thick Plant Growth Area",
King Records,Koka-on zenshu VII,Track 25 - 戦争 -> TS 0:01,戦車砲,Thunder/Impact SFX,SFX (Planet Zebes ~ Arrival on Crateria),
Optical Media International,Universe of Sounds S-550 Vol. 1,Assorted,Drums&Cymbal,CYMBAL,Opening ~ Destruction of the Space Colony,Link
Optical Media International,Universe of Sounds S-550 Vol. 1,Female Voice,Female Voice,FEMALEB4,Theme of Super Metroid,
Optical Media International,Universe of Sounds S-550 Vol. 1,French Horn Section,Fr Horns,FR. HR 2,Norfair Ancient Ruins Area,
Optical Media International,Universe of Sounds S-550 Vol. 1,Gulps etc.,Gulps etc.,YAGA YAG,Tourian,Link
Optical Media International,Universe of Sounds S-550 Vol. 1,Machine Perc,Machine Perc,BELLTREE,SFX (Ice Beam),
Optical Media International,Universe of Sounds S-550 Vol. 1,Snares 1,Snares 1,BIGGATED,Brinstar Thick Plant Growth Area,Link
Optical Media International,Universe of Sounds S-550 Vol. 1,Squishy,Squishy,ROTTON E 1,SFX (Norfair lava bubbles),
Optical Media International,Universe of Sounds Vol. 1,Acoustic Strings,Random Pizzicato Tremolandi,Random Pizz,Samus Aran's Final Cry,
Optical Media International,Universe of Sounds Vol. 1,Full Brass,Octave Brass,A Octave,Mother Brain,Link
Optical Media International,Universe of Sounds Vol. 1,SFX Weather,Thunderstorm,RAIN LOOP 2,SFX (Planet Zebes ~ Arrival on Crateria),
Optical Media International,Universe of Sounds Vol. 2,Combo,Ethereal Atmosphere,Stream,Mysterious Statue Chamber,
Optical Media International,Universe of Sounds Vol. 2,Drum Kits,Big Groove,KICK TOM 1 2,Norfair Ancient Ruins Area,
Optical Media International,Universe of Sounds Vol. 2,Drum Kits,Room Drums,Accent Hat V,Theme of Super Metroid,Link
Optical Media International,Universe of Sounds Vol. 2,Full Orchestra,Evil Orchestra,LOW HORN G#,"Big Boss Confrontation BGM 2, Mother Brain",
Optical Media International,Universe of Sounds Vol. 2,Full Orchestra,Orch Hits 2,Bass Hit G,Big Boss Confrontation BGM 2,Link
Optical Media International,Universe of Sounds Vol. 2,FX Background,Jungle,Hep Cat,SFX (Mother Brain first phase hurt SFX),
Optical Media International,Universe of Sounds Vol. 2,FX Combat,Cannon Fire,FUSE G4 B,SFX (Missile Launch),
Optical Media International,Universe of Sounds Vol. 2,FX Combat,Ricochet Silencer,COCK 2,SFX (Menu Cursor),
