Company/Manufacturer,Product,Path/Bank,Preset,Notes
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> toms,BRLY_ALVE_tom_linnone,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> toms,BRLY_ALVE_tom_linnthree,
NODUSK,Kawaii Bass,Derrek - Free Kawaii Future Bass FLP,Bark 5 (D or maybe D#),
NODUSK,Kawaii Bass,Derrek - Free Kawaii Future Bass FLP,TGS_Splash 1_3,
NODUSK,Kawaii Bass,Drums -> Cymbals,FKFB_Closed Hat 6,
NODUSK,Kawaii Bass,Drums -> Cymbals,FKFB_Open Hat 2,
NODUSK,Kawaii Bass,Drums -> Snares,FKFB_Snareclap 6,
Singomakers,Future Bass Ultra Pack Vol. 2,SFB2_Future_One_Shots -> SFB2_Kicks,SFB2_Kick_07,-2 semitones
Singomakers,Future Bass Ultra Pack Vol. 2,SFB2_Future_One_Shots -> SFB2_Snares,SFB2_Snare_26,
Xfer Records,Serum,Echo Sound Works - Smores,BL Cutesy,Disable OSC A
22. 上上下下左左右右  |  Up-Up-Down-Down-Left-Left-Right-Right,,,,♪ Yang Wutao
"BPM: 80, Key: Am",,,,
,,,,
,,,,
23. 机械手冲  |  Machine Hand Ground,,,,♪ Yang Wutao
"BPM: 105, Key: C",,,,
Live Recording: 王彬,Guitar,,,
,,,,trillian ac bass?
24. Turbo,,,,♪ Lei Sheng
"BPM: 95, Key: F#m",,,,
,,,,
,,,,
25. 微醺的缪斯  |  Tipsy Muse,,,,♪ Yang Wutao
"BPM: 116, Key: Dm",,,,
Live Recording: 王彬,Guitar,,,
Native Instruments,Abbey Road Vintage Drummer,,Ivory Kit - Full,
Spectrasonics,Keyscape,Acoustic Pianos,LA Custom C7 Grand Piano,
Spectrasonics,Stylus RMX,Classic Stylus -> Tambourines,86-Tambourine,
,,,,
26. 三Z出品  |  Yi Yi Yi,,,,♪ Yang Wutao
"BPM: 82, Key: Dm",,,,
Best Service,Drums Overkill,SINGLE # CLAPS & SNAPS,SNAPS  REAL,F#2
Xfer Records,Serum,,,To be found
,,,,
27. HIA,,,,♪ Yang Wutao
"BPM: 90, Key: Em",,,,
Spectrasonics,Keyscape,Acoustic Pianos,LA Custom C7 Grand Piano,
,,,,
28. 秩序守护者  |  Guardians of Order,,,,♪ Song Peiyan
"BPM: 95, Key: Bm",,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Cymbal_Transitions,KSHMR_Cymbal_Transition_11,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Shaker_Transitions,KSHMR_Shaker_Transition_15,
29. 噬魂犬  |  Soul Hounds III,,,,♪ Yang Wutao
"BPM: 91, Key: Gm",,,,
Native Instruments,Kontakt Factory Library,Orchestral -> 6 - Keyboard Instruments,Harpsichord,
,,,,
30. 犬出没  |  Canine Presence,,,,♪ Yang Wutao
"BPM: 164, Key: Gm",,,,
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
Native Instruments,Kontakt Factory Library,Orchestral -> 4 - VSL Percussion,Tubular Bells (metal),
Native Instruments,Kontakt Factory Library,Orchestral -> 6 - Keyboard Instruments,Harpsichord,
31. 冠军犬  |  Champion Dog,,,,♪ Yang Wutao
"BPM: 164, Key: Em",,,,
Big Fish Audio,Chill Downtempo Loops and Beats,Construction Kits -> 02 108 Amin,02 reverse cymbal,
Native Instruments,Kontakt Factory Library,Orchestral -> 4 - VSL Percussion,Snare Drum,
Native Instruments,Kontakt Factory Library,Orchestral -> 6 - Keyboard Instruments,Harpsichord,
,,,,
32. 当心尾巴  |  Notice: Tailing,,,,♪ Lei Sheng
"BPM: 80, Key: F#m",,,,
,,,,
,,,,
33. 拐弯请注意  |  Caution: Turning,,,,♪ Lei Sheng
"BPM: 80, Key: F#m",,,,
Live Recording: Lei Sheng,Otamatone,,,
,,,,
34. 别打结！|  Threat: Tangling!,,,,♪ Lei Sheng
"BPM: 87, Key: Em",,,,
,,,,
,,,,
35. 怪奇召唤  |  Bizarre Summon,,,,♪ Lei Sheng
"BPM: 70, Key: C",,,,
,,,,
,,,,
36. 怪奇交易  |  Bizarre Trade,,,,♪ Lei Sheng
"BPM: 70, Key: Am",,,,
,,,,kfl music box?
,,,,
37. 怪奇之旅  |  Bizarre Journey,,,,♪ Lei Sheng
"BPM: 132, Key: Am",,,,
xaev,xaev sounds kit vol. 1,sfx,sfx - classic aytanner noise fill (128),
,,,,
38. 怪奇之友  |  Bizarre Friend,,,,♪ Lei Sheng
"BPM: 100, Key: Am",,,,
Ghosthack,Ultimate Midtempo Attack,_Loops -> _Drum_Fills,UMA_Drum_Fill_05_105BPM,
,,,,
39. Golden Sign _M,,,,♪ Yang Wutao
"BPM: 144, Key: Dm",,,,
Live Recording: Mr.mo,Vocal,,,
,,,,
40. Golden Sign _F,,,,♪ Yang Wutao
"BPM: 144, Key: Dm",,,,
Live Recording: 三畿道,Vocal,,,
,,,,
41. Enjoy The Ride,,,,♪ Yang Wutao
"BPM: 144, Key: Dm",,,,
,,,,
,,,,
42. 秩序脱轨·白昼  |  Derailed Order - Day,,,,♪ Yang Wutao
"BPM: 120, Key: Am",,,,
Best Service,Drums Overkill,,,Another kit
Best Service,Drums Overkill,KITS # DRUM-KITS -> 09_HIP HOP - RAP  KITS,HIP HOP - RAP KITS 01,"C1, D1, A#1, C#2, D#2, A#2, D3, G#3, D4"
Best Service,Drums Overkill,SINGLE # HI-HATS & CYMBALS -> CYMBALS,CRASH CYMBALS  MIXED 1,G#3
Big Fish Audio,Chill Downtempo Loops and Beats,Construction Kits -> 02 108 Amin,02 reverse cymbal,
Future Loops,Scratch Anthology,125 BPM,FL_Scratch_125BPM_BITEI T! scratch combo,
Future Loops,Scratch Anthology,125 BPM,FL_Scratch_125BPM_CATCH WRECK!2,
Future Loops,Scratch Anthology,125 BPM,FL_Scratch_125BPM_HA! scribble tear combo,
Sound Ideas,Series 6000 Extension 1,Voices -> Futzed,VOXFutz_Walkie Talkie Two Way Radio_S6k60-25-2,
Sound Ideas,Series 6000 Extension 1,Voices -> Futzed,VOXFutz_Walkie Talkie Two Way Radio_S6k60-26-1,
Spectrasonics,Stylus RMX,RMX Grooves -> 82-Hindi Ground,82-Hindi Ground Combo,
Xfer Records,Serum,Aiyn Zahev Sounds - Serum: Halcyon Vol.1,BA - Square FM AZ,Set porta to 80-ish ms
Xfer Records,Serum,Aiyn Zahev Sounds - Serum: Halcyon Vol.1,BA - Warped AZ,
Xfer Records,Serum,Disciple Samples - Virtual Riot Serum Presets,ARP Knob #1 for Chiptune [VIRTUAL RIOT],
Xfer Records,Serum,Leads,LD Rave [7S],
43. 秩序脱轨·黑夜  |  Derailed Order - Night,,,,♪ Yang Wutao
"BPM: 111, Key: Am",,,,
Big Fish Audio,Chill Downtempo Loops and Beats,Construction Kits -> 02 108 Amin,02 reverse cymbal,+7 semitones
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> cymbals -> hihats -> hihat_closed,BRLY_ALVE_hihat_closed_ditch,+5 semitones
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> cymbals -> hihats -> hihat_open,BRLY_ALVE_hihat_open_jaws,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> cymbals -> rides,BRLY_ALVE_ride_jazz,+3 semitones
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> kicks,BRLY_ALVE_kick_gooder,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> snares,BRLY_ALVE_snare_lil,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> snares,BRLY_ALVE_snare_mental,-2 semitones
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> snares,BRLY_ALVE_snare_shutup,
Future Loops,Scratch Anthology,85 BPM,FL_Scratch_85BPM_1bar trans-drag combo,
Future Loops,Scratch Anthology,85 BPM,FL_Scratch_85BPM_GO OFF! trans-combo,
Future Loops,Scratch Anthology,85 BPM,FL_Scratch_85BPM_scribble cut HA!,
Future Loops,Scratch Anthology,85 BPM,FL_Scratch_85BPM_scribble-cutstabb-01,
Future Loops,Scratch Anthology,110 BPM,FL_Scratch_110BPM_AAAEEHH! combo,
Future Loops,Scratch Anthology,110 BPM,FL_Scratch_110BPM_AAAEEHH! foward trans-,
Future Loops,Scratch Anthology,110 BPM,FL_Scratch_110BPM_aaAH! scratch-short,
Future Loops,Scratch Anthology,110 BPM,FL_Scratch_110BPM_COME ON! scratch-flava,
Future Loops,Scratch Anthology,110 BPM,FL_Scratch_110BPM_drag into FRESHH!,
Future Loops,Scratch Anthology,110 BPM,FL_Scratch_110BPM_fast-trans YEAH!,
Future Loops,Scratch Anthology,110 BPM,FL_Scratch_110BPM_frehand CAN U COUNT!,
Future Loops,Scratch Anthology,110 BPM,FL_Scratch_110BPM_OOHWEE! crab-cut combo,
Future Loops,Scratch Anthology,115 BPM,FL_Scratch_115BPM_DON'T EVEN THINKABOUT'EM,
Native Instruments,Massive,Loopmasters - Top 100 DJs Signature Sounds Vol. 1,065 - Tritonal LEAD,
Production Master,Riddim Dubstep Weapons 2,FX_Sounds -> Uplifters,PMRDW2_FX_Uplifter_Dynasty,
Production Master,Riddim Dubstep Weapons 2,FX_Sounds -> Uplifters,PMRDW2_FX_Uplifter_Sweepah,
Singomakers,EDM Ultra Pack 4,SEU4_Drum_Fills,SEU4_128_BPM_Drum_Fill_19,
Singomakers,Future Bass Ultra Pack Vol. 2,SFB2_Future_One_Shots -> SFB2_Snares,SFB2_Snare_18,
Xfer Records,Serum,Bass,BA Liquid neuro [GI],
Xfer Records,Serum,Disciple Samples - Virtual Riot Serum Presets,LD Chiptune Trance [VIRTUAL RIOT],
Xfer Records,Serum,Leads,LD Dubrill [JD],
44. 无尽的施工日·白昼  |  Endless Construction Day - Day,,,,♪ Yang Wutao
"BPM: 111, Key: Dm",,,,
Live Recording: Vocal,Mr.mo ,,,
Native Instruments,Massive,Loopmasters - Top 100 DJs Signature Sounds Vol. 1,065 - Tritonal LEAD,Has EQ
Singomakers,Future Bass Ultra Pack Vol. 2,SFB2_Future_One_Shots -> SFB2_Kicks,SFB2_Kick_42,-4 semitones
Xfer Records,Serum,Aiyn Zahev Sounds - Serum: Halcyon Vol.1,FX - I Has Robot II AZ,
Xfer Records,Serum,Disciple Samples - Virtual Riot Serum Presets,ARP Funny Sequencer [VIRTUAL RIOT],
Xfer Records,Serum,Synthferatu - Dubstep for Serum Vol. 1,ARP Acidline,
45. 无尽的施工日·黑夜  |  Endless Construction Day - Night,,,,♪ Yang Wutao
"BPM: 90, Key: Dm",,,,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_glitches,V_RIOT_bass_glitch_arythmic,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_glitches,V_RIOT_bass_glitch_stumble,
Spectrasonics,Omnisphere 2,Ethnic World,Sizzle Gourd Kalimba Coin,Sampled note C5
Spectrasonics,Omnisphere,,,"Distorted ambience at the start, to be found"
,,,,Snare is shared with An Offer You Can't Refuse
46. 芭莱迷宫·白昼  |  Ballet Labyrinth - Day,,,,♪ Song Peiyan
"BPM: 172, Key: Fm",,,,
Disciple Samples,Sharks - Color Bass Vol. 1,tonal_one_shots -> synth_one_shots,DS_SCB_synth_one_shot_particles_mystic_Emin,+1 semitone
Test Press,Noisia Sample Pack Vol. 2,loops -> bass_loops,TSP_NOISIA_V2_172_bass_loop_neurokontakt...,-2 semitones
Test Press,Noisia Sample Pack Vol. 2,loops -> bass_loops,TSP_NOISIA_V2_172_bass_loop_stofsuiker_ree...,
Test Press,Noisia Sample Pack Vol. 2,loops -> bass_loops,TSP_NOISIA_V2_172_bass_loop_vieze_stabby...,-4 semitones
Test Press,Noisia Sample Pack Vol. 2,loops -> drum_loops,TSP_NOISIA_V2_172_drum_loop_beetje_trashy...,
Test Press,Noisia Sample Pack Vol. 2,one-shots -> bass,TSP_NOISIA_V2_bass_oldschool_mono_F,
Test Press,Noisia Sample Pack Vol. 2,one-shots -> bass,TSP_NOISIA_V2_bass_stab_gutterale_sub_noi...,-1 semitone
Test Press,Noisia Sample Pack Vol. 2,one-shots -> drums -> cymbals,TSP_NOISIA_V2_cymbal_ruiscrash_alt,
Test Press,Noisia Sample Pack Vol. 2,one-shots -> drums -> snares,TSP_NOISIA_V2_snare_clean_clap_ish_supersh..,
47. 芭莱迷宫·黑夜  |  Ballet Labyrinth - Night,,,,♪ Lei Sheng
"BPM: 174, Key: Cm",,,,
Ghost Syndicate,Flux,Drums -> Drum Loops -> Drum Loops - Hats,GS_FLUX_172_Hihat_Loop_01,
Ghost Syndicate,Flux,Drums -> Drum Loops -> Drum Loops - Hats,GS_FLUX_172_Hihat_Loop_05_V1,
Ghost Syndicate,Flux,Drums -> Drum Loops -> Drum Loops - Percussion,GS_FLUX_172_Perc_Loop_08_V1,
Ghost Syndicate,Flux,Drums -> Drum Loops -> Drum Loops - Percussion,GS_FLUX_172_Perc_Loop_09_V1,Hard panned to the right
Ghost Syndicate,Flux,Drums -> Drum Loops -> Drum Loops - Percussion,GS_FLUX_174_Perc_Loop_02_V1,Hard panned to the left
Ghost Syndicate,Flux,Drums -> Drums One Shots -> Kicks,GS_FLUX_Kick_19,Cut short
Ghost Syndicate,Flux,Drums -> Drums One Shots -> Kicks,GS_FLUX_Kick_27,(Unsure if this is the kick during the Array variant)
Ghost Syndicate,Flux,Drums -> Drums One Shots -> Snares,GS_FLUX_Snare_09,
Ghost Syndicate,Flux,Drums -> Drums One Shots -> Snares,GS_FLUX_Snare_33,
Ghost Syndicate,Flux,Drums -> Drums One Shots -> Snares,GS_FLUX_Snare_36,
Ghost Syndicate,Flux,Drums -> Drums One Shots -> Snares,GS_FLUX_Snare_43,
48. 荒野之风  |  Wind of the Wild,,,,♪ Lei Sheng
"BPM: 165, Key: Am",,,,
,,,,
,,,,
49. 荒野暮色  |  Dusk in the Wilderness,,,,♪ Song Peiyan
"BPM: 90, Key: Em",,,,
Spectrasonics,Trilian,Bass Instruments,,
,,,,
50. 铁锚沉吟  |  Echo of Anchors,,,,♪ Zhou Bin
"BPM: 126, Key: Fm",,,,
Splice Sounds,Sounds of KSHMR Vol. 3,FX_Elements -> Vinyl_and_Scratches -> Scratches,KSHMR_Vinyl_Scratch_06_128,
,,,,
51. 锈浪狂袭  |  Rusty Waves,,,,♪ Song Peiyan
"BPM: 132, Key: Em",,,,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> snares,DS_SRD2_snare_one_shot_trill,
,,,,
52. Vr,,,,♪ Lei Sheng
"BPM: 132, Key: Cm",,,,
lapix,HiTECH Ninja Samples vol. 1,HNS1 Cymbals -> HNS1 Crash,HNS1 Cymbals Crash 04,
lapix,HiTECH Ninja Samples vol. 1,HNS1 SnareRolls,HNS1 SnareRolls 01 145BPM,
lapix,HiTECH Ninja Samples vol. 1,HNS1 SnareRolls,HNS1 SnareRolls 03 145BPM,Has automated HPF
Reveal Sound,Spire,Factory Sounds -> Seq & Arp,ARP Abstraction,Set arp mode to Up
Rhythm Lab,Amen Breaks vol. 1,,cw_amen08_165,
Splice Sounds,Sounds of KSHMR Vol. 1,Snares -> Big Snares,KSHMR Big Snares 08,
Xfer Records,Serum,,,To be found
53. 多进制  |  Endless Loop,,,,♪ Song Peiyan
"BPM: 132, Key: Ebm",,,,
Disciple Samples,Virtual Riot & Modestep: Spicy Riddim Drums Vol. 1,drums -> drum_one_shots -> percussion,V_RIOT_MDSTP_percussion_taikosticks_01,
Splice Sounds,Apashe Majestic Sample Pack,APASHE_tonal -> APASHE_synths_basses,APASHE_synth_screech_03_F,"-4, -2 & -1 semitones"
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Snares -> Big_Snares,KSHMR_Big_Snare_13,
Test Press,Noisia Sample Pack Vol. 2,loops -> break_loops,TSP_NOISIA_V2_172_break_loop_groezelige_ori...,+3 semitones
