Company/Manufacturer,Product,Path/Bank,Preset,Notes
Xfer Records,Serum,Leads,LD Epic Lead [AS],
29. Grow,,,,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,123-129,125-Buttbounce c,
Spectrasonics,Stylus RMX,,,Hi hat loop
Xfer Records,Serum,Bass,BA Ampology [CFA],
Xfer Records,Serum,Bass,BA BSOD Sqr Bass [SD],
Xfer Records,Serum,Leads,LD Heavy Metal [SD],
Xfer Records,Serum,Seq ,SQ Blade [LT],
Xfer Records,Serum,Seq ,SQ Sawdust [GS],
Xfer Records,Serum,,,There's a bass or lead preset to be found in this
,,,,Bell preset shared with NightFall
30. Mach,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 68-Small Blocks,68-Small Blocks Combo,
Spectrasonics,Stylus RMX,RMX Grooves -> 74-Rhinoceros,74-Rhinoceros Combo,
Spectrasonics,Stylus RMX,RMX Grooves -> 135-Squashed,135-Squashed Combo 1,
Xfer Records,Serum,Leads,LD A Bit of Luck [SD],
Xfer Records,Serum,Leads,LD BraveHeart [7S],
Xfer Records,Serum,Seq ,SQ Automator 4 [GS],
Xfer Records,Serum,Seq ,SQ Automator 5 [GS],
Xfer Records,Serum,Seq ,SQ Big Fat Squeezer [FN],
Xfer Records,Serum,Seq ,SQ Diver [GS],
31. NightFall,,,,
Heavyocity,Evolve R2,1 Rhythmic Suites -> Seq and Arp Tonals,Analogue Trem ARP,
Spectrasonics,Stylus RMX,Classic Stylus -> Djembes,124-Djembe 2,
Spectrasonics,Stylus RMX,RMX Grooves -> 68-Small Blocks,68-Small Blocks BendingBass,
Spectrasonics,Stylus RMX,Vocal Planet Gospel Choir Perc,096-Gospel Claps 1,
,,,,Bell preset shared with Grow
32. Whisper,,,,
Best Service,Ethno World Instruments,WOODWIND AND BRASS,Shakuhachi Free Licks + FX TM,"A#5, C6"
Spectrasonics,Omnisphere,,,It's one of the Tuvan presets
Spectrasonics,Stylus RMX,RMX Grooves -> 85-BeLow,85-BeLow Vinyl GTR,
33. Darken I,,,,
,,,,
,,,,
34. Darken II,,,,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,150-156,150-Shweep,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,,,Another loop
Xfer Records,Serum,Seq,SQ Fast Runner [RI],Played at a low note
35. Darken III,,,,
Heavyocity,Damage,02 Percussive Kits -> 04 Hybrid FX Kits,PERC Damage Hits MW,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,110-114,110-Condemned,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,150-156,150-Shweep,
Xfer Records,Serum,Leads,LD Bionic Squirrel [BS],
Xfer Records,Serum,Seq,SQ Acid Time [FN],
Xfer Records,Serum,Seq,SQ Automator 1 [GS],
Xfer Records,Serum,Seq,SQ Automator 2 [GS],
Xfer Records,Serum,Seq,SQ Buildings [GS],
36. Darken IV,,,,
,,,,
,,,,
37. Viking,,,,
Best Service,Ethno World Instruments,KEY INSTRUMENTS,Dallape Accordion KEY,
Heavyocity,Damage,02 Percussive Kits -> 04 Hybrid FX Kits,PERC Damage Hits MW,
38. Ash,,,,
,,,,
,,,,
39. Daybreak,,,,
Apple,Logic Pro,Legacy -> GarageBand,Hip Hop Kit,Reverse cymbal
Heavyocity,Evolve R2,1 Rhythmic Suites -> Seq and Arp Tonals,Analogue Trem ARP,
Native Instruments,Kontakt Factory Library,Orchestral -> 1 - VSL Strings,Harp,Low velocity
Spectrasonics,Metamorphosis S.A.G.E. Xpander,080-084,080-Status Quotient d,
40. Joke,,,,
Spectrasonics,Stylus RMX,Classic Stylus -> 78-Perturbed,78-Perturbed,
Spectrasonics,Stylus RMX,RMX Grooves -> 85-BumGums,85-BumGums Combo a,
Xfer Records,Serum,Leads,LD A Bit Of Luck [SD] ,
Xfer Records,Serum,Leads,LD Magic Pipe [BR],
41. 星と君が消えた日,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 68-Small Blocks,68-Small Blocks Combo,
Spectrasonics,Stylus RMX,,,To be found
42. Matsuri,,,,
Best Service,Ethno World Instruments,WOODWIND AND BRASS,Shakuhachi Free Licks + FX TM,
,,,,
43. Sweet,,,,
Heavyocity,Evolve R2,1 Rhythmic Suites -> Seq and Arp Tonals,Analogue Trem ARP,
LennarDigital,Sylenth1,FactoryBank1,ARP ChordPad,
LennarDigital,Sylenth1,FactoryBank1,SFX UFO,
Native Instruments,Kontakt Factory Library,Band -> 3 - Electric Pianos,Clavinet Auto Wah Lead,
Xfer Records,Serum,Leads,LD A Bit Of Luck [SD] ,
44. Ark,,,,
Apple,Logic Pro,Arpeggiator -> Synth Basics,Bleep City,
Image-Line,Groove Machine,Grooves,Electro House LS,Synth Parts 1-4 disabled
Xfer Records,Serum,Bass,BA Feed the Mau5 [JL],
45. Cometh,,,,
Toontrack,EZdrummer 2,EZdrummer 2 Modern,Basic,
,,,,
46. Hidden,,,,
,,,,
,,,,
47. Flirt,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 97-Wax Wash,97-Wax Wash Vinyl Perc,
,,,,
48. Echo,,,,
Spectrasonics,Omnisphere,,,To check for bells
Spectrasonics,Stylus RMX,,,
49. Miracle,,,,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Epic Tech Full,C3
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
ProjectSAM,Symphobia,1 Mixed Orchestra,6 Mixed Orchestra Effects,
ProjectSAM,Symphobia,3 Brass Section,8 Brass Ensemble Effects,"Keyswitch A5, turn down the Mic crossfade to around 5%"
ProjectSAM,Symphobia,3 String Section,3 String Ensemble Short Notes,Staccato
ProjectSAM,Symphobia,,,More presets
Spectrasonics,Stylus RMX,RMX Grooves -> 160-The Call,160-The Call Combo,
50. MiracleIntro,,,,
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
ProjectSAM,Symphobia,1 Mixed Orchestra,6 Mixed Orchestra Effects,
ProjectSAM,Symphobia,3 String Section,3 String Ensemble Short Notes,Staccato
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Epic Tech Full,C3
Vengeance Sound,Effects Vol. 1,2 VFX Uplifter,VFX1 Uplifter 005,
51. Akatuki,,,,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,,
,,,,
52. Horizon,,,,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,,
,,,,
53. Startover,,,,
Apple,Logic Pro,Arpeggiator -> Synth Basics,Bleep City,
Apple,Logic Pro,Piano,Steinway Grand Piano,
54. Encounter,,,,
,,,,
,,,,
55. Rev,,,,
Heavyocity,Damage,02 Percussive Kits -> 04 Hybrid FX Kits,PERC Damage Hits MW,
Impact Soundworks,Shreddage,Patches,LH All Open Sustains Mutes,Amped
56. Recurrent,,,,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Mangled Pop Elements 01,G4
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Mangled Pop Full,"C4, C#4, D4"
Native Instruments,Massive,Massive Factory -> Synth Misc,Warm Step,
Spectrasonics,Omnisphere,ARP + BPM,,
,,,,
57. Restart,,,,
Apple,Logic Pro,Orchestral -> Percussion,Orchestral Kit,E2
Impact Soundworks,Shreddage,,,
,,,,
58. Destiny,,,,
,,,,
,,,,
59. Myty,,,,
Apple,Loops,Jam Pack Remix Tools,Pop Egyptian Sky Beat 02,
Heavyocity,Evolve R2,1 Rhythmic Suites -> Seq and Arp Tonals,Analogue Trem ARP,
Toontrack,EZdrummer 2,,,
60. Sava,,,,
,,,,
,,,,Synth pad shared with Kallen at the start
61. Silwolf,,,,
,,,,
,,,,
62. 熟睡,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 52-Alice's Dream ,52-Alice's Dream Illusion 3,
Spectrasonics,Stylus RMX,,,More to be found
63. 覚醒,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 66-Granular Flower,66-Granular Flower Assimilate,
Spectrasonics,Stylus RMX,RMX Grooves -> 72-Ricochet Toys,72-Ricochet TOYS,
64. 悪夢,,,,
,,,,
,,,,
65. 童夢,,,,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,060-064,060-Captive b (6_8),
,,,,
66. Deep Sea,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 90-Madrid,90-Madrid Groove,
Spectrasonics,Stylus RMX,RMX Grooves -> 135-Hysteria,135-Hysteria Combo a,
67. Pet War,,,,
Spectrasonics,Stylus RMX,,,To be found
,,,,
68. The New World,,,,
,,,,
,,,,
69. Cthulhu,,,,
,,,,
,,,,
70. Last Rest,,,,
Spectrasonics,Omnisphere 2,ARP + BPM,Berghain,
Spectrasonics,Stylus RMX,RMX Grooves -> 90-Madrid,90-Madrid Hi-Hats,
Spectrasonics,Stylus RMX,RMX Grooves -> 90-Madrid,90-Madrid Lo-Fi,
Spectrasonics,Stylus RMX,RMX Grooves -> 90-Madrid,90-Madrid Vinyl Drums,
Spectrasonics,Stylus RMX,,,More loops
71. Tunnel,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 70-Datalife,70-Datalife Combo,
,,,,
72. Queen,,,,
Apple,Logic Pro,Arpeggiator,,
Heavyocity,Evolve R2,1 Rhythmic Suites -> Looped Percussives,Dramatic Evolved 01,G#5
73. Hakase,,,,
Spectrasonics,Omnisphere 2,ARP + BPM,Berimbowwow Bass 1,
Spectrasonics,Stylus RMX,RMX Grooves -> 125-Evil Echo,125-Evil Echo Combo,
,,,,
74. BladeMaster,,,,
Native Instruments,Maschine Drum Selection,Digital Kits,Crime Kit,D2
Native Instruments,Maschine Drum Selection,Digital Kits,Exposed Kit,Main drums
Native Instruments,Maschine Drum Selection,Digital Kits,Psyched Kit,C#2
Spectrasonics,Omnisphere 2,Spotlight - EDM -> ARP + BPM,Automated Notch Wobble,
,,,,
75. ForbiddenZon,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 70-Datalife,70-Datalife Combo,
,,,,
76. Rose Castle,,,,
,,,,
,,,,
77. Idol Project,,,,
,,,,
,,,,
78. Kukulkan,,,,
Heavyocity,Evolve R2,1 Rhythmic Suites -> Looped Percussives,Dramatic Evolved 01,"C#2, A3"
,,,,
79. Salvation,,,,
Toontrack,EZdrummer 2,,,
,,,,
80. Valkyrie_Kira,,,,
,,,,
,,,,
81. Maria,,,,
Impact Soundworks,Shreddage,,,To confirm
,,,,
82. MegaPets,,,,
,,,,
,,,,
83. Artifacts,,,,
Apple,Logic Pro,Orchestral -> Percussion,Orchestral Kit,E2
Apple,Logic Pro,Piano,Steinway Grand Piano,
Apple,Loops,Dubstep,Construction Bot Topper,
84. AR Space,,,,
Native Instruments,Massive,,,To confirm
,,,,To check for drums: Groove Agent
85. Undersea,,,,
Spectrasonics,Omnisphere,Atmosphere Library -> Bells and Vibes,Astral Music Box,
,,,,
86. Ninti,,,,
Native Instruments,Massive,Massive Threat -> Bass,Battery Acid,
Native Instruments,Massive,Massive Threat -> Bass,Copperhead,
Native Instruments,Massive,Massive Threat -> Synth Lead,Domintor,
Native Instruments,Massive,Massive Threat -> Synth Misc,Loop-Firewalker(92bpm),
,,,,
87. MetalForce,,,,
Heavyocity,Evolve R2,1 Rhythmic Suites -> Looped Percussives,Industrial Elements 01,G1
,,,,
88. Hika,,,,
Native Instruments,Massive,Massive Factory -> Synth Pad,Infatuated,
,,,,
89. Kallen,,,,
Heavyocity,Damage,02 Percussive Kits -> 04 Hybrid FX Kits,PERC Damage Hits MW,A2
Spectrasonics,Stylus RMX,RMX Grooves -> 68-Small Blocks,68-Small Blocks Combo,
,,,,Synth pad shared with Sava at the start
90. Trainer Doll,,,,
Apple,Loops,Jam Pack Remix Tools,2-Step Percussion 01,
Spectrasonics,Omnisphere 2,Spotlight - EDM -> ARP + BPM,Beefy Feet,
Spectrasonics,Omnisphere 2,Spotlight - EDM -> Transition Effects,Sweeping Transitioner,
Spectrasonics,Omnisphere,ARP + Rhythm / ARP + BPM,,
Toontrack,EZdrummer 2,,,
91. Sirin_Drum,,,,
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
,,,,
92. Sirin_Singer,,,,
,,,,
,,,,
93. Sirin_Warrior,,,,
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
,,,,
94. Anchors,,,,
,,,,
,,,,
95. Elsa,,,,
Xfer Records,Serum,Seq,SQ Automator 1 [GS],
,,,,
96. Dark Angelia,,,,
,,,,
,,,,
97. The Hope,,,,
reFX,Nexus,Factory Presets -> Piano,PN Ballad Grand Piano,
reFX,Nexus,Factory Presets -> Plucked,PL Bit Stylez,
Spectrasonics,Stylus RMX,,,
XLN Audio,Addictive Drums,,,
98. Delta,,,,
Heavyocity,Damage,02 Percussive Kits -> 04 Hybrid FX Kits,PERC Damage Hits MW,
Native Instruments,Action Strikes,Action Strikes - Ensemble,,
reFX,Nexus,Factory Presets -> Plucked,PL Hands Up Bells 3,
99. Overspeed,,,,
Heavyocity,Damage,02 Percussive Kits -> 04 Hybrid FX Kits,PERC Damage Hits MW,A2
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
reFX,Nexus,Factory Presets -> Sequences,SQ Benny Dance Seq,
Spectrasonics,Stylus RMX,RMX Grooves -> 135-Hysteria,135-Hysteria Combo a,
Xfer Records,Serum,Leads,LD LimoDriver [GS],
100. Sirin,,,,
,,,,
,,,,
101. Manas,,,,
HybridTwo,Project Alpha,Braaaams,Braaams,D2
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
102. Kanna,,,,
,,,,
,,,,
103. Windy,,,,
,,,,
,,,,
104. Magician,,,,
Native Instruments,Action Strikes,Action Strikes - Ensemble,Tangarian Drums,
,,,,
105. Plague,,,,
,,,,
,,,,
106. Green Otto,,,,
Spectrasonics,Stylus RMX,Classic Stylus -> Triangles,,
,,,,
107. Novelist,,,,
,,,,
,,,,
108. Rock Herrscher,,,,
Native Instruments,Action Strikes,Action Strikes - Ensemble,,
,,,,
109. Mad Hatter,,,,
Arturia,DX7 V,Vintage Factory -> Bass,Rom1A 15-BASS 1,
Arturia,,,,More synths to be found
Spectrasonics,Stylus RMX,,,Loop at the start
110. Darken Remix,,,,
Heavyocity,Damage,02 Percussive Kits -> 04 Hybrid FX Kits,PERC Damage Hits MW,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,110-114,110-Condemned,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,150-165,150-Shweep,
Xfer Records,Serum,Leads,LD Bionic Squirrel [BS],
Xfer Records,Serum,Seq,SQ Acid Time [FN],
Xfer Records,Serum,Seq,SQ Automator 2 [GS],
Xfer Records,Serum,Seq,SQ Buildings [GS],
111. Logistics,,,,
Toontrack,EZdrummer 2,Rock Solid EZX,Default Kit,
,,,,
112. Araya,,,,
Modartt,Pianoteq 6,Grand Steinway D,Steinway D Prelude,
Steinberg,Groove Agent SE,Beat Agent SE,Dubstep Kit 01,
Toontrack,EZdrummer 2,Rock Solid EZX,Default Kit,
113. Ella,,,,
Steinberg,Groove Agent SE,Beat Agent SE,Dubstep Kit 01,
Toontrack,EZdrummer 2,Rock Solid EZX,Default Kit,
114. Deepsea Battlefield,,,,
Native Instruments,Action Strikes,,,
,,,,
115. Puni Queen,,,,
,,,,
,,,,
116. Xmax Sin,,,,
Splice Sounds,Sounds of KSHMR Vol. 3,KSHMR_Fills -> KSHMR_Short_Fills_130-160,KSHMR_Short_Drum_Fill_20_172,
,,,,
117. Hika(remix),,,,
Best Service,Ethno World Instruments,,,To check
Splice Sounds,Sounds of KSHMR Vol. 3,,,Reverb snares
Synapse Audio,Dune 3,DUNE 3 Factory -> Arp,Amino Acid KS,
,,,,
118. AI Battle,,,,
,,,,Maybe either Avenger or Dune for the arpeggio at the start
,,,,
119. Director,,,,
,,,,
,,,,
120. Fran Dark,,,,
Boom Library,Sci-Fi - Designed,,,Maybe?
,,,,
121. Stein,,,,
reFX,Nexus,Factory Presets,,
,,,,
122. Summer Land,,,,
Steinberg,HALion Sonic,,,To check
,,,,
123. Summer War,,,,
,,,,
,,,,
124. Way Home,,,,
,,,,
,,,,
125. Sky Guardian,,,,
,,,,
,,,,
126. Daily,,,,
,,,,
,,,,
127. Depression,,,,
