Instrument,Source,Path/Bank,Preset,Notes,Demo
Piano,Native Instruments - Akoustic Piano,,,A similar piano can be heard in some FFXIII tracks; check EastWest,
Snare,EastWest - Symphonic Orchestra,Perc -> Drums,Snare Ens Small,,
Glockenspiel,EastWest - Symphonic Orchestra,Perc -> Metals,Glock,,
Tubular Bells,EastWest - Symphonic Orchestra,Perc -> Metals,Orch Chimes,,
Wind Chime,EastWest - Symphonic Orchestra,Perc -> Metals,Various Metals,,
String Ensemble,Sonic Implants - Symphonic String Collection,06 Ensemble I -> Ensemble Legato,Ensemble Legato,,
String Staccato,Sonic Implants - Symphonic String Collection,07 Ensemble II -> Ensemble Staccato,Ensemble Staccato,,
Tremolo Strings,Sonic Implants - Symphonic String Collection,07 Ensemble II -> Ensemble Tremolo,Ensemble Tremolo Ordinaire R,,
Shaker,Spectrasonics - Stylus RMX,,,,
Breath Hit,,,,,
White Noise,,,,,
Kick,,,,,
"16. Fight Tune ""Killing One Another""",,,,,
,,,,,
,,,,,
French Horn Ensemble,,,,,
,,,,,
,,,,,
Tubular Bells,EastWest - Symphonic Orchestra,Perc -> Metals,Orch Chimes,,
Cymbals,EastWest - Symphonic Orchestra,Perc -> CymGong,All Cymbals,,
String Ensemble,Sonic Implants - Symphonic String Collection,06 Ensemble I -> Ensemble Legato,Ensemble Legato,,
Col Legno Strings,Sonic Implants - Symphonic String Collection,07 Ensemble II -> Ensemble Col Legno,Col Legno,,
String Staccatos,,,,,
String Riser FX,,,,,
17. Uneasy Feelings,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
18. Memories with Lucrecia,,,,,
,,,,,
19. Sneaky Cait Sith,,,,,
,,,,,
20. Darkness,,,,,
,,,,,
21. Lifestream,,,,,
,,,,,
22. Rosso the Crimson,,,,,
,,,,,
23. Mysterious Ninja,,,,,
,,,,,
24. Ninja Girl of Wutai,,,,,
,,,,,
25. Sudden Parting,,,,,
,,,,,
26. Discovery in Sadness,,,,,
,,,,,
27. A Proposal,,,,,
,,,,,
28. High-Spirited,,,,,
,,,,,
29. Return to the Subject,,,,,
,,,,,
30. Marching Tune #0,,,,,
Metallic Hit,UNKNOWN,,,This same sample also appears in FFXIII,
31. Return to the Origin,,,,,
,,,,,
32. Marching Tune,,,,,
,,,,,
"33. Fight Tune ""Crimson Impact""",,,,,
,,,,,
34. Under a Full Moon,,,,,
,,,,,
35. Trespasser,,,,,
,,,,,
36. Transformation into Chaos,,,,,
,,,,,
37. Splinter of Sadness,,,,,
,,,,,
38. Deep Darkness of Shinra,,,,,
,,,,,
39. Lucrecia Crescent,,,,,
,,,,,
40. Forgotten Tears,,,,,
,,,,,
"41. Fight Tune ""Messenger of the Dark""",,,,,
,,,,,
42. Awakening,,,,,
,,,,,
"43. Fight Tune ""The Immaculate""",,,,,
,,,,,
44. Finally Reborn,,,,,
,,,,,
45. The last SND,,,,,
,,,,,
46. Everyone's Help,,,,,
,,,,,
47. LONGING,,,,,
,,,,,
48. Terminus,,,,,
,,,,,
49. Quickening,,,,,
,,,,,
50. Death and Rebirth,,,,,
,,,,,
51. Chaotic End,,,,,
,,,,,
52. REDEMPTION,,,,,
,,,,,
53. Hope of the Future,,,,,
,,,,,
Multiplayer Mode Original Sound Collections,,,,,
1. Turks 101,,,,,
,,,,,
2. Song of the Gathered,,,,,
,,,,,
3. Final Briefing,,,,,
,,,,,
4. Underground Complex,,,,,
,,,,,
5. Fierce Battle,,,,,
,,,,,
6. Time Limit,,,,,
,,,,,
7. Bad Feeling,,,,,
,,,,,
8. Wild Pack,,,,,
,,,,,
9. Immaculate Frenzy,,,,,
,,,,,
10. Pegasus Riders,,,,,
,,,,,
11. Meeting in the Rain,,,,,
,,,,,
12. Heavy Armored Soldier,,,,,
,,,,,
13. Lucrecia's Research,,,,,
,,,,,
14. Flying High,,,,,
,,,,,
15. Pure Stream,,,,,
,,,,,
16. Train Graveyard,,,,,
,,,,,
17. Central Complex,,,,,
,,,,,
18. Uncontrollable Darkness,,,,,
,,,,,
19. True Beast,,,,,
,,,,,
20. Crumbling Mind,,,,,
,,,,,
21. Attack On Midgar,,,,,
,,,,,
22. Redeem the World,,,,,
,,,,,
23. Outskirts of Fight,,,,,
,,,,,
24. Combat Results,,,,,
,,,,,
25. Restrictor,,,,,
,,,,,
26. First Encounters,,,,,
,,,,,
27. Dark Feelings,,,,,
,,,,,
,,,,,
Section 3 - Crisis Core: Final Fantasy VII,,,,,
,,,,,
There may be more instruments in the tracks that we aren't aware of. ,,,,,
,,,,,
Original Soundtrack,,,,,
12. Conflict,,,,,
,,,,,
,,,,,
Electric Guitar,,,,,
Sync Lead,Native Instruments - Pro-53,Program 111,Super Sync Lead,,
Analog Bell Lead,Native Instruments - Pro-53,,,,
Drum Loop,,,,,
Secondary Drum Loop,,,,,
,,,,,
,,,,,
,,,,,
"17. Timely Ambush (from FFVII ""Let the Battles Begin!"")",,,,,
Cymbals,DS Soundware - Ultimate Orchestral Percussion,Orchestral Cymbals,Orchestral Cymbals,,
Piano,UNKNOWN,,,,
Trombone Ensemble,EastWest - Symphonic Orchestra,Brass -> 4 Trombones -> 5 Keysw,4TB KS Master,,
Trumpet Ensemble,EastWest - Symphonic Orchestra,Brass -> 4 Trumpets -> 5 Keysw,4TP KS Master,,
French Horn Ensemble,EastWest - Symphonic Orchestra,Brass -> 6 French Horns -> 5 Keysw,6FH KS Master,,
Snare,EastWest - Symphonic Orchestra,Perc -> Drums,Snare Ens Small,,
Strings,EastWest - Symphonic Orchestra,,,,
Synth Pluck,UNKNOWN,,,,
Clapping Loop,Spectrasonics - Metamorphosis S.A.G.E. Xpander,055-059,055-Mohave a,,
Drum Loop,Spectrasonics - Stylus RMX,RMX Grooves -> 64 Osmosis,64-Osmosis Fuzz Burst,,
22. A Flower Blooming in the Slums (from FFVII 'Aerith's Theme'),,,,,
Acoustic Guitar,Live Recording (Hirokazu Ogura),,,,
Glockenspiel,DS Soundware - Ultimate Orchestral Percussion,Orchestral Glockenspiel (Fall Creek),Fall Creek Glockenspiel Med Hard,,
Piano,Native Instruments - Akoustic Piano,Default,ConcertGrand,"Disable Release, add Reverb, half open",
Vibraphone,EastWest - Symphonic Orchestra,Perc -> Metal,Vibes,,
String Ensemble,EastWest - Symphonic Orchestra,CHECK,CHECK,,
,,,,,
,,,,,
,,,,,
28. Black Wing Unfurled,,,,,
Electric Guitar,Live Recording (Takeharu Ishimoto),,,,
Sync Lead,Native Instruments - Pro-53,Program 111,Super Sync Lead,,
Synth Keys,Native Instruments - Pro-53,,,,
Sine/Square Bell,Native Instruments - Pro-53,,,,
Drum Kit,,,,,
Percussion Loop,,,,,
Loop Riser,,,,,
,,,,,
"34. Mako Monopoly (from FFVII ""Shinra Company"")",,,,,
Strings,EastWest - Symphonic Orchestra,,,,
Snare,EastWest - Symphonic Orchestra,Perc -> Drums,Snare Ens Small,,
Metallic Hit,Roland - SR-JV80-11 Techno Collection,Rhythm Set -> XP-X,008 Indust.SET,,
,,,,,
,,,,,
,,,,,
Crisis Core Reunion Soundtrack,,,,,
,,,,,
,,,,,
Section 4 - Final Fantasy VII: The First Soldier,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Section 5 - Final Fantasy VII: Ever Crisis,,,,,
There may be more instruments in the tracks that we aren't aware of. ,,,,,
,,,,,
The First Soldier,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
[Notes],,,,,
"Suplementary media (Last Order & Advent Children) are in ""Suplementary Media"" tab. Remake trilogy in its own tab seperate from the original VII or here.",,,,,
