Company/Manufacturer,Product,Path/Bank,Preset,Notes
5. A Familiar Sight and Leisure,,,,♪ Yu-Peng Chen
EastWest,Symphonic Orchestra,Perc -> Metals,Glock Mellow,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
6. Cold Night,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
Steinway & Sons,Steinway D-274,,,
,,,,atmos
7. Whispering Plain,,,,♪ Yu-Peng Chen
Live Recording: Guitar,Yu-Peng Chen,,,
,,,,atmos
8. Statue of The Seven,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
,,,,
,,,,
9. Acquaintance (Statue of The Seven),,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
10. Stealing Words of the Moon,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
11. Wayfarer's Peace,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
12. Wind-Washed Mountains,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
,,,,
,,,,
13. Wayward Souls,,,,♪ Yu-Peng Chen
Live Recording: Guitar,Yu-Peng Chen,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
,,,,atmos
14. Reminiscence (Genshin Impact Main Theme Var.),,,,♪ Yu-Peng Chen
Live Recording: Harp,Budapest Scoring,,,
15. Restless Blazing Sun,,,,♪ Yu-Peng Chen
Live Recording: Violin,Sheng-Han Gao,,,
,,,,atmos
16. Remembrance (Genshin Impact Main Theme Var.),,,,♪ Yu-Peng Chen
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
17. The Horizon,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
Steinway & Sons,Steinway D-274,,,
18. Awaiting the Future,,,,♪ Yu-Peng Chen
Steinway & Sons,Steinway D-274,,,
,,,,to do: find strings
19. Moonlit Wilderness,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
20. A New Day with Hope,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
21. Journey of Hope (Genshin Impact Main Theme Var.),,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
22. Forlorn Child of Archaic Winds (Dvalin's Nest),,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Live Recording: Vocal,He Lin,,,
Steinway & Sons,Steinway D-274,,,
23. Forsaken Child of Ancient Times (Dvalin's Nest),,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Live Recording: Vocal,He Lin,,,
Steinway & Sons,Steinway D-274,,,
24. Midday Prospects,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
25. Dwelling in the Past,,,,♪ Yu-Peng Chen
Steinway & Sons,Steinway D-274,,,
,,,,to do: find strings
26. Eternal Anamnesis (Genshin Impact Main Theme Var.),,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
Disc 3: Saga of the West Wind,,,,
1. Photon of Fluctuation,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
2. His Resolution,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
3. Rhythm from Ancient Times,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
4. Endless Echoes,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Heavyocity,Damage,02 Percussive Kits -> 05 Damage Kits,PERC Epik Elektro Kit,
Spectrasonics,Stylus RMX,RMX Grooves -> 135-Iron Boy ,135-Iron Boy HiHats,
Steinway & Sons,Steinway D-274,,,
,,,,omnisphere-core instruments
5. Charge! Fearless Warriors,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
6. Beats of Water Drops,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
,,,,omnisphere-core instruments
7. Magic Intrigues,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
EastWest,Symphonic Orchestra,Perc -> CymGong,,
8. Against All Odds,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Spectrasonics,Stylus RMX,,,To check
,,,,omnisphere-core instruments
9. Perpetual Motion of Wind,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
"10. Riders of the Wind, Onward",,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
11. Whirl of Boreal Wind,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Heavyocity,Damage,,,
,,,,"synths, breakbeat drum loop"
12. Symphony of Boreal Wind,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
,,,,clock ticking sound
,,,,
,,,,
,,,,
,,,,
Jade Moon Upon a Sea of Clouds,,,,
,,,,
,,,,"Recording Studio:
- Air Studios (1.01, 05~07 / 2.22)
- Shanghai Symphony Hall (1.02~04, 09~16, 21, 24~27, 29~33 / 2.01, 03~17, 33 / 3.01~03)"
,,,,
Disc 1: Glazed Moon Over the Tides,,,,
1. Liyue,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Live Recording: Violin,Philippe Honore,,,
Live Recording: Dizi,Huabing Tu,,,
EastWest,Symphonic Orchestra,Perc -> CymGong,20 Cymbal,
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
Steinway & Sons,Steinway D-274,,,
2. Moon in One's Cup,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Guzheng,Shasha Lu,,,
Live Recording: Guzheng,Mojia Zhao,,,
Live Recording: Pipa,Wenqing Shi,,,
EastWest,Symphonic Orchestra,Perc -> CymGong,20 Cymbal,
EastWest,Symphonic Orchestra,Perc -> Metals,Glock,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
Steinway & Sons,Steinway D-274,,,
3. Relaxation in Liyue,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Dizi,Huabing Tu,,,
Live Recording: Guzheng,Shasha Lu,,,
Live Recording: Pipa,Wenqing Shi,,,
4. Maiden's Longing,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Guzheng,Shasha Lu,,,
Live Recording: Guzheng,Mojia Zhao,,,
,,,,piano
5. Sun Rises in Liyue,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
EastWest,Symphonic Orchestra,Strings -> Harp -> 3 Effects,Harp Gliss 6 Up+Dn,
"6. Good Night, Liyue",,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
7. Call It a Day in Liyue,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Steinway & Sons,Steinway D-274,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Glock,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
,,,,uncredited/virtual guitar and other plucked instrument)
8. Clear Sky over Liyue,,,,♪ Yu-Peng Chen
Live Recording: Xiao,Yu-Peng Chen,,,
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
9. A Transparent Moon (Liuli Pavilion),,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
10. Treasury from the Northland,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Guzheng,Shasha Lu,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Glock,
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
EastWest,Symphonic Orchestra,Perc -> Metals,Vibes,
Steinway & Sons,Steinway D-274,,,
11. Cozy Leisure Time (Wangshu Daytime),,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Guzheng,Shasha Lu,,,
Live Recording: Pipa,Wenqing Shi,,,
Live Recording: Ruan,Beiyi Shen,,,
Live Recording: Sanxian,Beiyi Shen,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Glock,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
Steinway & Sons,Steinway D-274,,,
12. Sojourner's Sweet Dream (Wangshu Night),,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Zhonghu,Jiajun Ma,,,
Live Recording: Guzheng,Shasha Lu,,,
Live Recording: Ruan,Beiyi Shen,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Glock,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
EastWest,Symphonic Orchestra,Strings -> Harp -> 3 Effects,Harp Gliss 6 Up+Dn,
,,,,to check any library that has an udu and frame drum
13. Winding River,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Erhu,Jiajun Ma,,,
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
14. Mild Waves,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Glock,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
15. Rhythm Amidst the Reeds,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Tin Whistle,Yu-Peng Chen,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Vibes,
EastWest,Symphonic Orchestra,Perc -> Wood,Marimba,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,to check: ewso vas pizz
16. Flows of Jade-Like Water,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Guzheng,Shasha Lu,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
Steinway & Sons,Steinway D-274,,,
17. Blossoms Across the Valley,,,,♪ Yu-Peng Chen
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 3 Effects,11V Sul Pont,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
,,,,to add: ewso strings pizz
18. Flow of Mildness,,,,♪ Yu-Peng Chen
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
EastWest,Symphonic Orchestra,Perc -> Metals,Glock,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
,,,,idk if it's string or woodwind ensemble at the end
19. Stroll in the Shadows,,,,♪ Yu-Peng Chen
EastWest,Symphonic Orchestra,Perc -> Metals,Vibes,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
,,,,
20. Melodious Flute,,,,♪ Yu-Peng Chen
Live Recording: Tin Whistle,Yu-Peng Chen,,,
21. Gentle Rain,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
22. Vague Whispers,,,,♪ Yu-Peng Chen
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
23. Legends Swept Away,,,,♪ Yu-Peng Chen
Live Recording: Erhu,Jiajun Ma,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Vibes,
24. Joy of Returning,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Violin,Songjie Zhang,,,
25. Loner's Departure,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Vibes,
26. Foxes at Play,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
27. Plain of Nostalgia,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
28. Another Hopeful Tomorrow,,,,♪ Yu-Peng Chen
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
29. This Little Light of Mine,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
Steinway & Sons,Steinway D-274,,,
30. Legend of Redemption,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
31. Hazy Light,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Violoncello,Beixing Huang,,,
32. Scattered Amongst the Tides,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Celesta,
EastWest,Symphonic Orchestra,Perc -> Metals,Vibes,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
33. Rhythms from the Conch,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,sounds like ewso sul pont but i might be trippin
Live Recording: Guzheng,Shasha Lu,,,
Steinway & Sons,Steinway D-274,,,
Disc 2: Shimmering Sea of Clouds and Moonlight,,,,
1. Peaceful Hike (Qingce Daytime),,,,♪ Yu-Peng Chen
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
Live Recording: Dizi,Huabing Tu,,,
2. The Fading Stories (Qingce Night),,,,♪ Yu-Peng Chen
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
3. Wandering Flight,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
4. Faint Tracks,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Shanghai Symphony Orchestra,,,
